Aluguel,Extras,Localização,Tamanho,Quartos,Banheiros,Link,Bairro
"R$ 1.100 /mês
Preço abaixo do mercado",0.0,"Passagem Bom Pastor, 98 - Bom Pastor, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bom-pastor-bairros-natal-com-garagem-56m2-aluguel-RS1100-id-2736931454/,Bom Pastor
R$ 3.000 /mês,0.0,"Ponta Negra, Natal - RN",60,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-60m2-aluguel-RS3000-id-2747712408/,Ponta Negra
"R$ 1.750 /mês
Preço abaixo do mercado",945.0,"Candelária, Natal - RN",77,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-candelaria-bairros-natal-com-garagem-77m2-aluguel-RS1750-id-2706339104/,Candelária
R$ 2.900 /mês,0.0,"Rua Poeta Jorge Fernandes - Ponta Negra, Natal - RN",65,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-65m2-aluguel-RS2900-id-2733758028/,Ponta Negra
R$ 1.400 /mês,1200.0,"Rua Coronel Inácio Vale, 8835 - Ponta Negra, Natal - RN",37,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-37m2-aluguel-RS1400-id-2745248003/,Ponta Negra
R$ 1.075 /mês,1000.0,"Candelária, Natal - RN",79,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-candelaria-bairros-natal-com-garagem-79m2-aluguel-RS1075-id-2738325921/,Candelária
"R$ 2.350 /mês
Preço abaixo do mercado",0.0,"Avenida Governador Juvenal Lamartine, 978 - Tirol, Natal - RN",103,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tirol-bairros-natal-com-garagem-103m2-aluguel-RS2350-id-2738155862/,Tirol
R$ 1.400 /mês,0.0,"Tirol, Natal - RN",70,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tirol-bairros-natal-com-garagem-70m2-aluguel-RS1400-id-2747833907/,Tirol
R$ 3.000 /mês,0.0,"Avenida Estrela do Mar - Ponta Negra, Natal - RN",35,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-35m2-aluguel-RS3000-id-2747691995/,Ponta Negra
R$ 2.800 /mês,0.0,"Ponta Negra, Natal - RN",35,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-35m2-aluguel-RS2800-id-2720141774/,Ponta Negra
R$ 1.600 /mês,0.0,"Avenida dos Caiapós, 121 - Pitimbu, Natal - RN",46,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pitimbu-bairros-natal-com-garagem-46m2-aluguel-RS1600-id-2730136271/,Pitimbu
R$ 878 /mês,170.0,"Capim Macio, Natal - RN",66,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-66m2-aluguel-RS878-id-2746525097/,Capim Macio
R$ 1.800 /mês,0.0,"Avenida Antônio Basílio, 2203 - Lagoa Nova, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-nova-bairros-natal-55m2-aluguel-RS1800-id-2672509580/,Lagoa Nova
R$ 1.600 /mês,0.0,"Vila Gerda Maria, 1493 - Lagoa Nova, Natal - RN",50,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-com-garagem-50m2-aluguel-RS1600-id-2733486965/,Lagoa Nova
R$ 2.101 /mês,0.0,"Capim Macio, Natal - RN",84,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-84m2-aluguel-RS2101-id-2743785936/,Capim Macio
R$ 1.600 /mês,0.0,"Vila Gerda Maria, 1493 - Lagoa Nova, Natal - RN",50,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-com-garagem-50m2-aluguel-RS1600-id-2733486965/,Lagoa Nova
R$ 2.101 /mês,0.0,"Capim Macio, Natal - RN",84,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-84m2-aluguel-RS2101-id-2743785936/,Capim Macio
R$ 2.500 /mês,400.0,"Ponta Negra, Natal - RN",46,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-46m2-aluguel-RS2500-id-2737996672/,Ponta Negra
"R$ 1.450 /mês
Preço abaixo do mercado",0.0,"Rua Alfredo Dias de Figueiredo, 1125 - Ponta Negra, Natal - RN",85,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-85m2-venda-RS300000-id-2689381215/,Ponta Negra
R$ 1.590 /mês,0.0,"Rua da Ametista, 32 - Lagoa Nova, Natal - RN",42,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-42m2-aluguel-RS1590-id-2746696453/,Lagoa Nova
R$ 1.100 /mês,0.0,"Rua da Saudade, 1981 - Lagoa Nova, Natal - RN",29,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-29m2-aluguel-RS1100-id-2581329311/,Lagoa Nova
R$ 2.500 /mês,0.0,"Barro Vermelho, Natal - RN",60,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barro-vermelho-bairros-natal-com-garagem-60m2-aluguel-RS2500-id-2733188549/,Barro Vermelho
"R$ 2.700 /mês
Preço abaixo do mercado",0.0,"Rua Afonso Magalhães, 84 - Ponta Negra, Natal - RN",90,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-90m2-aluguel-RS2700-id-2736635319/,Ponta Negra
"R$ 1.100 /mês
Preço abaixo do mercado",700.0,"Lagoa Nova, Natal - RN",50,1 Quarto,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-com-garagem-50m2-aluguel-RS1100-id-2713606200/,Lagoa Nova
R$ 2.500 /mês,300.0,"Candelária, Natal - RN",120,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-candelaria-bairros-natal-com-garagem-120m2-aluguel-RS2500-id-2727516637/,Candelária
R$ 2.300 /mês,0.0,"Rua Praia de Camboinhas, 9063 - Ponta Negra, Natal - RN",36,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-36m2-aluguel-RS2300-id-2742200655/,Ponta Negra
R$ 1.900 /mês,0.0,"Rua Sérgio Severo, 1341 - Lagoa Nova, Natal - RN",59,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-com-garagem-59m2-aluguel-RS1900-id-2695870119/,Lagoa Nova
R$ 1.600 /mês,350.0,"Rua Comerciário Carlos Serrano, 2003 - Lagoa Nova, Natal - RN",36,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-36m2-aluguel-RS1600-id-2690364813/,Lagoa Nova
R$ 2.199 /mês,0.0,"Avenida Praia de Pirangi, 2230 - Ponta Negra, Natal - RN",47,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-47m2-aluguel-RS2199-id-2726693691/,Ponta Negra
R$ 2.500 /mês,0.0,"Capim Macio, Natal - RN",54,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-54m2-aluguel-RS2500-id-2741095472/,Capim Macio
R$ 1.490 /mês,0.0,"Avenida Senador Salgado Filho, 1713 - Lagoa Nova, Natal - RN",21,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-com-garagem-21m2-aluguel-RS1490-id-2728046761/,Lagoa Nova
R$ 2.100 /mês,0.0,"Rua Comerciário Carlos Serrano - Lagoa Nova, Natal - RN",37,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-com-garagem-37m2-aluguel-RS2100-id-2741907617/,Lagoa Nova
R$ 2.000 /mês,0.0,"Rua Praia de Camurupim, 8968 - Ponta Negra, Natal - RN",40,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-40m2-aluguel-RS2000-id-2661463460/,Ponta Negra
"R$ 2.000 /mês
Preço abaixo do mercado",397.0,"Rua Apodi, 492 - Tirol, Natal - RN",57,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tirol-bairros-natal-com-garagem-57m2-venda-RS350000-id-2733545932/,Tirol
R$ 1.200 /mês,1000.0,"Candelária, Natal - RN",100,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-candelaria-bairros-natal-com-garagem-100m2-aluguel-RS1200-id-2733189531/,Candelária
R$ 2.750 /mês,0.0,"Avenida Praia de Ponta Negra, 9152 - Ponta Negra, Natal - RN",35,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-35m2-aluguel-RS2750-id-2724115886/,Ponta Negra
R$ 2.450 /mês,0.0,"Avenida Governador Juvenal Lamartine, 455 - Tirol, Natal - RN",57,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tirol-bairros-natal-com-garagem-57m2-aluguel-RS2450-id-2747690803/,Tirol
R$ 1.500 /mês,1.0,"Avenida Poços de Caldas, 2035 - Ponta Negra, Natal - RN",45,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-45m2-aluguel-RS1500-id-2741206361/,Ponta Negra
R$ 2.600 /mês,0.0,"Ponta Negra, Natal - RN",60,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-60m2-aluguel-RS2600-id-2745209139/,Ponta Negra
R$ 2.300 /mês,480.0,"Rua Miguel Godeiro Primo, 105 - Ponta Negra, Natal - RN",43,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-43m2-aluguel-RS2300-id-2731407021/,Ponta Negra
R$ 2.350 /mês,1.0,"Rua Praia de Camurupim, 2106 - Ponta Negra, Natal - RN",37,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-37m2-aluguel-RS2350-id-2558654300/,Ponta Negra
R$ 2.300 /mês,0.0,"Rua Desembargador Régulo Tinoco, 1 - Barro Vermelho, Natal - RN",50,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barro-vermelho-bairros-natal-com-garagem-50m2-aluguel-RS2300-id-2732499861/,Barro Vermelho
R$ 1.302 /mês,1.0,"Avenida dos Caiapós, 3005 - Pitimbu, Natal - RN",47,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pitimbu-bairros-natal-com-garagem-47m2-aluguel-RS1302-id-2742267659/,Pitimbu
R$ 1.300 /mês,0.0,"Rua Praia de Manibu, 8809 - Ponta Negra, Natal - RN",35,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-35m2-aluguel-RS1300-id-2726402236/,Ponta Negra
R$ 1.600 /mês,0.0,"Avenida Deputado Antônio Florêncio de Queiroz, 1 - Ponta Negra, Natal - RN",70,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-70m2-aluguel-RS1600-id-2731489125/,Ponta Negra
R$ 2.000 /mês,0.0,"Avenida dos Caiapós - Pitimbu, Natal - RN",51,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pitimbu-bairros-natal-com-garagem-51m2-aluguel-RS2000-id-2735639941/,Pitimbu
R$ 1.900 /mês,0.0,"Ponta Negra, Natal - RN",34,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-34m2-aluguel-RS1900-id-2719889052/,Ponta Negra
R$ 900 /mês,0.0,"Pitimbu, Natal - RN",46,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pitimbu-bairros-natal-com-garagem-46m2-venda-RS110000-id-2733343233/,Pitimbu
R$ 900 /mês,430.0,"Lagoa Nova, Natal - RN",45,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-com-garagem-45m2-aluguel-RS900-id-2745117506/,Lagoa Nova
R$ 2.500 /mês,0.0,"Lagoa Nova, Natal - RN",57,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-nova-bairros-natal-com-garagem-57m2-aluguel-RS2500-id-2743474653/,Lagoa Nova
R$ 1.500 /mês,450.0,"Rua Comerciário Carlos Serrano, 2003 - Lagoa Nova, Natal - RN",62,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-nova-bairros-natal-62m2-venda-RS220000-id-2745249625/,Lagoa Nova
